StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,UserLanguage,consent,age,resident,attention,treatment_First Click,treatment_Last Click,treatment_Page Submit,treatment_Click Count,control_First Click,control_Last Click,control_Page Submit,control_Click Count,trait_proportion_1_1,trait_proportion_1_2,trait_proportion_1_3,trait_proportion_2_1,trait_proportion_2_2,trait_proportion_2_3,trait_proportion_3_1,trait_proportion_3_2,trait_proportion_3_3,trait_proportion_4_1,trait_proportion_4_2,trait_proportion_4_3,trait_proportion_5_1,trait_proportion_5_2,trait_proportion_5_3,partyfeel_1,partyfeel_2,partyfeel_3,ideofeel_1,ideofeel_2,ideofeel_3,social_dist_1,social_dist_2,social_dist_3,social_dist_4,moral_dist_1,moral_dist_2,moral_dist_3,moral_dist_4,moral_dist_5,dehumize_rep_1,dehumize_rep_2,dehumize_rep_3,dehumize_rep_4,dehumize_rep_5,dehumize_rep_6,dehumize_rep_7,dehumize_rep_8,dehumize_rep_9,dehumize_rep_10,dehumize_rep_11,dehumize_rep_12,dehumize_rep_13,dehumize_rep_14,dehumanize_dem_1,dehumanize_dem_2,dehumanize_dem_3,dehumanize_dem_4,dehumanize_dem_5,dehumanize_dem_6,dehumanize_dem_7,dehumanize_dem_8,dehumanize_dem_9,dehumanize_dem_10,dehumanize_dem_11,dehumanize_dem_12,dehumanize_dem_13,dehumanize_dem_14,comp1,comp2_2,comp2_3,seek_out,ideo_diverse,d_person_1,d_person_2,d_person_3,gender,gender_99_TEXT,income,ses,educ,relig,race,race_6_TEXT,employ,science_trust,interest,know1,know2,ideo,pid,rep1,dem1,ind1,pid_import_d,pid_import_r,pid_import_i,pid_term_d,pid_term_r,pid_term_i,pid_we_d,pid_we_r,pid_we_i,pid_concept_d,pid_concept_r,pid_concept_i
8/7/2019 17:18,8/7/2019 17:26,0,100,492,1,EN,1,48,1,1,0.688,64.417,65.177,2,,,,,20,30,50,90,10,0,25,30,45,50,35,15,35,20,45,40,85,61,90,40,75,2,1,1,2,2,1,1,1,3,2,3,4,2,2,2,3,4,2,3,4,3,3,1,2,3,3,1,1,1,2,3,2,2,2,2,4,2,1,35,65,3,3,3,3,3,0,,3,2,5,1,5,,1,23,1,1,0,3,2,,0,,2,,,2,,,5,,,1,,
8/7/2019 17:14,8/7/2019 17:26,0,100,717,1,EN,1,50,1,,,,,,0,0,72.44,0,30,20,50,100,0,0,0,40,60,60,40,0,0,0,100,100,0,50,0,70,65,1,2,2,0,6,6,5,5,6,1,2,3,1,1,1,2,1,2,1,1,1,3,2,1,1,4,2,1,1,1,2,1,2,4,4,1,1,0,20,80,0,3,2,2,1,0,,2,2,4,4,5,,1,21,4,1,0,7,0,1,,,,1,,,1,,,5,,,3,
8/7/2019 17:21,8/7/2019 17:26,0,100,326,1,EN,1,31,1,1,81.304,81.304,82.198,1,,,,,33,33,34,75,25,0,33,33,34,33,33,34,33,33,34,50,50,50,50,50,50,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,50,50,0,4,2,2,2,0,,2,1,4,1,5,,1,23,0,0,0,3,2,,0,,5,,,5,,,5,,,5,,
8/7/2019 17:13,8/7/2019 17:26,0,100,759,1,EN,1,35,1,1,85.874,87.914,89.264,2,,,,,25,40,35,98,2,0,10,30,60,45,50,5,25,25,50,25,91,51,60,40,90,1,1,1,1,1,1,1,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,30,70,3,3,5,5,4,0,,5,2,6,2,5,,1,23,2,1,0,3,2,,0,,4,,,4,,,4,,,4,,
8/7/2019 17:17,8/7/2019 17:26,0,100,534,1,EN,1,28,1,,,,,,0,0,54.732,0,0,50,50,98,2,0,0,50,50,33,34,33,10,50,40,45,65,80,60,45,80,1,1,1,1,2,2,2,2,3,2,1,3,3,3,3,1,1,1,3,3,3,1,3,2,2,3,2,2,2,2,2,2,2,1,2,3,2,1,50,50,4,3,2,2,2,0,,1,0,5,1,5,,1,23,2,1,0,4,1,,,3,,,4,,,4,,,3,,,3
8/7/2019 17:21,8/7/2019 17:26,0,100,321,1,EN,1,50,1,,,,,,0,0,43.951,0,0,50,50,100,0,0,0,50,50,60,40,0,0,50,50,50,81,61,41,81,60,1,1,1,1,3,2,3,3,5,2,3,3,3,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,1,1,1,70,30,3,1,2,2,2,0,,5,3,4,1,5,,0,23,1,0,1,5,0,0,,,,4,,,4,,,5,,,4,
8/7/2019 17:17,8/7/2019 17:26,0,100,572,1,EN,1,24,1,1,87.483,87.483,88.644,1,,,,,20,40,40,70,30,0,20,60,20,60,20,20,50,30,20,43,67,58,55,55,58,2,0,1,2,5,1,1,1,6,1,2,2,4,4,2,1,1,1,4,3,4,1,1,2,3,4,1,1,1,1,3,2,1,1,1,3,2,1,40,60,4,4,2,2,1,1,,1,0,3,1,3,,1,23,4,0,0,3,2,,0,,5,,,4,,,5,,,5,,
8/7/2019 17:18,8/7/2019 17:26,0,100,479,1,EN,1,42,1,,,,,,0,0,36.439,0,0,35,65,0,0,100,0,50,50,0,20,80,0,60,40,0,20,10,20,0,10,1,1,1,1,6,6,6,6,6,1,2,3,4,3,4,2,1,1,1,4,4,1,1,2,2,2,3,2,3,2,2,2,2,3,3,2,2,0,10,90,4,4,1,1,1,1,,0,0,2,1,5,,1,22,4,1,1,1,2,,1,,4,,,5,,,5,,,4,,
8/7/2019 17:15,8/7/2019 17:26,0,100,645,1,EN,1,51,1,,,,,,0,0,73.96,0,0,30,70,80,20,0,0,0,100,40,30,30,0,40,60,82,0,86,0,100,72,0,2,2,0,6,6,6,6,6,2,4,3,1,1,1,2,3,3,1,1,1,4,2,1,1,3,4,4,4,2,1,1,4,4,4,1,1,1,70,30,4,2,3,3,3,1,,3,1,3,2,5,,1,22,3,1,1,6,1,,,1,,,1,,,1,,,1,,,1
8/7/2019 17:14,8/7/2019 17:26,0,100,724,1,EN,1,43,1,1,2.396,183.295,184.846,7,,,,,30,30,40,80,10,10,40,20,40,60,20,20,10,40,50,0,5,61,40,2,62,1,1,1,1,2,1,1,1,2,1,2,2,2,1,3,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,60,40,3,3,2,2,2,1,,5,2,4,1,1,,1,24,4,1,0,4,1,,,2,,,2,,,2,,,3,,,3
8/7/2019 17:14,8/7/2019 17:26,0,100,763,1,EN,1,47,1,,,,,,3.084,131.774,133.929,20,5,30,65,98,2,0,5,55,40,80,20,0,20,30,50,83,23,62,3,86,62,0,2,2,0,5,5,5,5,6,3,2,3,2,1,1,2,3,3,1,2,3,3,2,1,1,2,1,2,2,4,3,2,3,4,4,3,3,0,78,22,3,3,5,6,5,0,,5,2,5,5,5,,1,22,3,1,1,6,0,1,,,,2,,,2,,,1,,,3,
8/7/2019 17:15,8/7/2019 17:26,0,100,697,1,EN,1,32,1,,,,,,0,0,68.631,0,30,40,30,50,50,0,10,40,50,20,30,50,20,40,40,17,93,42,95,37,72,2,1,1,2,6,6,6,6,6,1,1,2,2,4,4,1,1,1,2,3,3,1,1,4,4,3,3,1,1,4,4,3,1,2,2,4,4,1,50,50,4,4,2,3,2,0,,2,1,4,3,3,,0,23,4,1,0,2,2,,1,,2,,,2,,,2,,,3,,
8/7/2019 17:19,8/7/2019 17:26,0,100,419,1,EN,1,37,1,1,87.657,101.969,123.856,3,,,,,25,50,25,100,0,0,25,50,25,90,10,0,20,60,20,4,91,51,98,0,51,2,0,0,2,6,3,3,5,6,1,1,1,4,4,4,1,1,1,4,4,4,1,2,3,4,3,1,1,2,4,4,3,2,2,1,4,3,1,25,75,4,3,2,1,2,1,,2,1,5,3,2,,1,23,2,1,1,1,2,,1,,2,,,2,,,3,,,3,,
8/7/2019 17:21,8/7/2019 17:27,0,100,348,1,EN,1,20,1,,,,,,12.897,28.122,29.227,7,15,20,65,90,10,0,5,15,80,25,75,0,10,30,60,5,70,40,70,5,40,2,0,0,2,5,3,3,3,6,1,2,3,4,2,3,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,3,3,3,2,2,3,2,0,15,85,3,4,3,3,2,0,,3,1,3,4,5,,1,23,4,1,1,2,2,,1,,4,,,2,,,4,,,3,,
8/7/2019 17:21,8/7/2019 17:27,0,100,342,1,EN,1,42,1,1,65.73,80.546,81.345,3,,,,,33,34,33,100,0,0,33,34,33,50,25,25,0,25,75,50,50,50,50,50,50,1,1,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,50,50,4,4,4,3,3,0,,4,2,2,1,5,,1,23,2,0,0,4,1,,,2,,,4,,,2,,,5,,,3
8/7/2019 17:15,8/7/2019 17:27,0,100,697,1,EN,1,42,1,0,103.273,103.273,124.331,1,,,,,10,0,90,90,10,0,10,0,90,90,10,0,20,0,80,80,20,50,0,100,50,0,2,2,0,5,2,5,1,6,1,3,4,4,1,2,4,4,3,1,2,2,2,2,1,1,2,2,2,4,2,3,2,4,4,4,1,2,1,50,50,3,3,5,6,5,0,,3,1,6,4,5,,1,21,3,1,0,6,0,1,,,,4,,,2,,,4,,,3,
8/7/2019 17:14,8/7/2019 17:27,0,100,757,1,EN,1,27,1,,,,,,63.025,68.202,146.074,2,10,40,50,50,40,10,10,80,10,50,40,10,60,20,20,100,100,100,100,100,100,2,2,2,2,1,1,1,1,1,4,4,4,1,1,1,4,4,4,1,1,1,4,4,4,4,4,1,1,1,4,1,4,1,1,1,4,4,0,50,50,2,2,6,1,1,0,,3,2,6,5,5,,1,24,2,1,1,4,1,,,3,,,1,,,1,,,1,,,1
8/7/2019 17:17,8/7/2019 17:27,0,100,569,1,EN,1,24,1,,,,,,2.312,7.183,153.424,3,0,25,75,100,0,0,0,25,75,100,0,0,25,25,50,91,5,25,3,92,28,0,2,2,0,2,3,2,2,5,4,4,3,1,1,1,3,3,4,1,1,1,3,2,2,2,2,3,2,4,3,2,1,3,3,2,1,2,0,25,75,3,4,1,2,2,1,,2,2,2,2,5,,1,22,4,0,1,6,0,1,,,,1,,,1,,,2,,,1,
8/7/2019 17:17,8/7/2019 17:27,0,100,582,1,EN,1,33,1,,,,,,6.754,6.754,53.03,1,0,50,50,100,0,0,0,60,40,40,40,20,5,35,60,35,91,55,97,31,58,2,0,0,2,5,3,3,3,6,1,2,3,4,2,2,2,1,2,2,2,3,1,1,3,3,3,1,1,1,3,3,3,1,2,1,4,2,0,100,0,3,2,3,4,3,0,,0,0,3,2,5,,0,23,3,1,1,1,2,,1,,2,,,1,,,3,,,1,,
8/7/2019 17:18,8/7/2019 17:27,0,100,514,1,EN,1,33,1,,,,,,0.263,7.685,8.057,9,0,0,100,100,0,0,0,0,100,0,0,100,0,0,100,30,71,68,56,37,72,1,0,0,1,3,3,3,3,3,1,1,4,4,1,4,1,1,1,4,1,4,1,4,2,2,2,3,2,2,2,2,2,2,1,2,2,2,0,20,80,2,2,2,4,4,1,,4,2,5,5,5,,1,21,3,1,0,3,2,,0,,4,,,4,,,3,,,4,,
8/7/2019 17:21,8/7/2019 17:27,0,100,346,1,EN,1,30,1,,,,,,0,0,23.08,0,25,55,20,80,20,0,25,50,25,33,60,7,5,75,20,0,75,54,87,0,48,1,0,0,2,5,6,5,5,6,2,2,3,3,1,3,1,1,1,3,1,3,1,1,2,2,2,2,1,1,3,3,1,2,2,1,3,2,1,20,80,4,3,3,3,3,1,,5,2,5,1,5,,1,23,4,1,1,1,2,,1,,2,,,2,,,3,,,3,,
8/7/2019 17:19,8/7/2019 17:27,0,100,460,1,EN,1,62,1,,,,,,1.686,5.853,20.897,2,0,40,60,100,0,0,0,20,80,50,30,20,30,40,30,70,20,51,0,78,59,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,50,50,0,3,4,4,4,0,,4,2,5,1,5,,1,22,4,0,1,5,0,0,,,,4,,,4,,,3,,,3,
8/7/2019 17:21,8/7/2019 17:27,0,100,329,1,EN,1,33,1,,,,,,0,0,11.079,0,0,50,50,65,35,0,0,50,50,40,60,0,25,75,0,50,74,100,84,50,55,1,1,1,2,2,2,2,2,5,2,2,3,3,2,3,2,2,2,2,3,3,2,3,2,2,2,2,2,3,3,3,3,2,2,2,2,3,1,40,60,3,3,2,2,2,1,,1,1,2,4,2,,1,22,3,1,0,3,1,,,2,,,2,,,2,,,2,,,1
8/7/2019 17:20,8/7/2019 17:27,0,100,429,1,EN,1,29,1,1,0.732,64.902,71.151,6,,,,,10,60,30,80,20,0,10,60,30,35,40,25,5,55,40,24,40,71,28,21,81,1,1,1,1,2,2,1,3,6,2,3,3,2,3,1,2,1,2,2,1,2,1,1,1,2,3,1,1,2,2,2,2,2,2,2,1,2,1,40,60,3,2,2,2,2,1,,7,3,5,1,5,,1,23,2,0,1,3,1,,,2,,,4,,,2,,,4,,,3
8/7/2019 17:20,8/7/2019 17:27,0,100,405,1,EN,1,30,1,,,,,,0,0,2.901,0,30,30,40,40,40,20,30,40,30,40,30,30,50,25,25,85,93,83,93,69,81,0,2,0,2,3,2,5,3,2,3,4,1,4,2,3,3,2,2,1,2,3,2,3,4,1,3,4,2,1,2,4,3,4,2,2,2,4,0,70,30,2,3,5,4,3,1,,1,2,5,3,2,,1,21,3,1,0,2,0,1,,,,2,,,2,,,3,,,4,
8/7/2019 17:18,8/7/2019 17:27,0,100,549,1,EN,1,42,1,1,116.851,116.851,118.575,1,,,,,0,40,60,100,0,0,0,30,70,0,60,40,0,30,70,75,20,51,20,90,50,1,1,1,1,3,5,5,5,6,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,2,0,40,60,3,2,1,1,1,1,,2,1,3,2,5,,1,21,1,0,1,6,0,1,,,,2,,,2,,,5,,,1,
8/7/2019 17:16,8/7/2019 17:27,0,100,671,1,EN,1,48,1,1,38.695,86.686,87.431,7,,,,,0,50,50,100,0,0,0,50,50,50,0,50,0,10,90,80,0,22,0,100,37,0,1,2,0,6,6,6,6,6,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1,1,1,4,4,4,1,4,1,4,4,4,1,1,0,100,0,1,1,5,5,5,0,,5,3,3,5,5,,1,20,3,1,0,7,0,1,,,,2,,,2,,,4,,,3,
8/7/2019 17:19,8/7/2019 17:27,0,100,483,1,EN,1,35,1,0,1.896,85.909,90.268,27,,,,,30,30,40,100,0,0,40,20,40,50,25,25,20,30,50,90,26,69,12,90,72,0,2,2,0,5,3,3,5,6,2,3,3,2,2,2,1,1,3,1,1,2,3,2,2,2,1,2,3,3,3,2,2,2,3,3,2,2,1,70,30,3,3,2,3,2,1,,2,1,2,2,5,,1,23,1,0,0,6,0,0,,,,4,,,4,,,4,,,3,
8/7/2019 17:17,8/7/2019 17:27,0,100,636,1,EN,1,30,1,1,1.935,45.696,46.418,11,,,,,0,0,100,100,0,0,0,0,100,50,30,20,0,50,50,25,82,38,93,39,60,2,1,1,1,5,3,5,1,5,3,2,2,2,3,2,4,3,3,3,2,2,3,2,3,2,2,3,4,2,2,3,2,2,3,3,3,2,1,20,80,3,3,3,1,4,1,,4,2,7,2,3,,1,24,3,0,1,2,2,,1,,2,,,2,,,4,,,4,,
8/7/2019 17:13,8/7/2019 17:27,0,100,836,1,EN,1,27,1,1,1.347,130.559,131.503,16,,,,,25,50,25,100,0,0,15,60,25,50,25,25,30,40,30,18,63,91,92,16,69,2,0,0,2,5,1,3,3,6,1,2,3,3,3,4,1,1,2,1,4,3,1,1,1,2,3,3,2,4,3,1,2,1,4,3,3,1,1,25,75,4,4,3,5,4,99,,2,1,5,2,5,,1,23,3,0,0,2,1,,,2,,,2,,,2,,,3,,,3
8/7/2019 17:15,8/7/2019 17:27,0,100,752,1,EN,1,53,1,,,,,,0,0,37.091,0,0,10,90,90,10,0,0,10,90,40,30,30,5,20,75,10,90,75,75,0,70,2,0,0,2,6,5,5,6,6,1,2,2,3,3,3,3,1,1,3,3,3,1,1,3,2,2,1,1,1,3,3,3,1,2,1,2,3,1,0,100,4,3,4,4,4,0,,2,1,6,2,1,,0,23,4,1,1,3,2,,1,,1,,,1,,,3,,,1,,
8/7/2019 17:17,8/7/2019 17:27,0,100,591,1,EN,1,31,1,1,95.186,95.186,96.253,1,,,,,20,50,30,90,10,0,10,30,60,30,60,10,10,30,60,19,65,72,77,28,65,1,0,1,2,5,3,5,3,6,2,2,3,4,1,4,1,2,2,3,2,3,1,3,3,3,2,1,4,2,3,3,3,2,3,2,4,4,0,30,70,3,1,2,4,4,0,,2,1,3,1,2,,1,23,2,1,0,2,1,,,2,,,2,,,4,,,3,,,3
8/7/2019 17:17,8/7/2019 17:27,0,100,631,1,EN,1,52,1,1,3.244,72.143,73.301,23,,,,,30,30,40,99,1,0,10,30,60,80,10,10,10,40,50,34,70,63,40,40,59,1,1,1,1,6,6,6,6,6,1,1,1,4,1,1,1,1,1,4,4,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,40,60,3,3,4,4,4,1,,3,2,3,1,5,,1,21,3,0,0,4,1,,,2,,,2,,,2,,,3,,,3
8/7/2019 17:18,8/7/2019 17:27,0,100,569,1,EN,1,61,1,1,139.649,139.649,140.75,1,,,,,0,25,75,100,0,0,0,25,75,60,30,10,20,20,60,10,0,70,59,100,60,0,1,2,0,3,3,2,3,2,2,3,2,1,1,1,3,3,2,1,1,1,2,2,1,2,2,3,4,4,2,1,1,3,3,4,1,1,0,50,50,1,1,4,4,4,0,,3,1,2,4,5,,1,21,2,1,0,7,1,,,3,,,2,,,1,,,5,,,3
8/7/2019 17:17,8/7/2019 17:28,0,100,648,1,EN,1,33,1,1,7.002,70.224,70.997,22,,,,,0,30,70,90,10,0,0,30,70,50,50,0,25,25,50,40,81,81,86,37,66,1,1,1,1,2,2,2,2,6,1,1,2,2,1,1,2,2,3,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,3,2,0,15,85,2,2,3,2,2,0,,1,1,3,1,5,,1,24,3,1,1,1,1,,,2,,,4,,,4,,,5,,,4
8/7/2019 17:20,8/7/2019 17:28,0,100,467,1,EN,1,21,1,,,,,,0,0,7.207,0,33,33,34,50,25,25,30,30,40,30,20,50,40,30,30,76,75,82,92,71,82,2,2,2,2,3,3,6,5,6,3,3,3,2,2,3,2,2,4,4,3,3,2,2,4,2,3,3,3,4,3,4,3,2,2,3,2,2,0,80,20,3,3,4,5,6,1,,3,2,5,2,2,,,21,3,0,0,3,0,1,,,,2,,,2,,,2,,,3,
8/7/2019 17:18,8/7/2019 17:28,0,100,553,1,EN,1,29,1,,,,,,0,0,51.1,0,20,20,60,100,0,0,10,10,80,10,60,30,0,60,40,20,50,60,50,20,40,1,1,1,1,5,1,1,1,5,2,2,3,3,2,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,3,3,2,2,2,2,3,2,1,30,70,2,2,2,2,2,1,,2,2,3,1,5,,1,23,2,1,1,1,1,,,2,,,5,,,4,,,5,,,3
8/7/2019 17:18,8/7/2019 17:28,0,100,607,1,EN,1,37,1,0,33.529,102.364,103.652,4,,,,,33,33,34,100,0,0,33,33,34,40,30,30,0,40,60,0,79,50,100,0,54,1,1,1,1,5,5,5,6,5,1,1,2,4,4,3,1,1,1,3,4,4,1,2,3,4,3,1,1,1,4,4,3,1,1,1,4,2,1,30,70,3,3,4,4,4,0,,1,1,3,1,5,,1,23,2,0,0,1,2,,1,,4,,,1,,,2,,,3,,
8/7/2019 17:19,8/7/2019 17:28,0,100,550,1,EN,1,52,1,0,109.213,109.213,114.087,1,,,,,10,50,40,90,10,0,15,60,25,20,80,0,0,50,50,10,60,20,85,10,40,1,0,0,2,5,3,3,3,5,1,1,3,2,3,3,2,1,1,1,3,4,1,1,2,2,2,1,1,1,2,3,2,2,2,1,2,2,1,10,90,3,2,1,1,1,0,,2,1,5,1,5,,1,23,4,1,0,2,2,,1,,4,,,2,,,3,,,4,,
8/7/2019 17:20,8/7/2019 17:28,0,100,477,1,EN,1,21,1,,,,,,8.683,8.683,12.193,1,0,50,50,100,0,0,0,25,75,60,40,0,0,25,75,57,85,30,62,83,32,1,0,2,2,2,3,3,5,1,2,3,2,3,1,2,3,4,4,3,3,3,4,2,3,2,3,2,3,4,3,4,2,2,2,1,2,3,1,30,70,3,1,3,5,2,1,,1,1,3,1,2,,1,24,3,1,1,3,2,,1,,2,,,2,,,3,,,3,,
8/7/2019 17:20,8/7/2019 17:28,0,100,461,1,EN,1,40,1,1,18.353,73.129,77.089,3,,,,,10,50,40,95,5,0,10,50,40,75,15,10,10,20,70,29,75,91,88,14,80,1,1,1,1,2,3,3,5,5,1,2,3,3,3,2,1,1,2,3,3,4,1,1,2,3,3,1,1,1,3,2,3,1,1,1,3,3,1,35,65,4,3,3,3,3,1,,1,1,2,1,5,,,23,2,0,0,2,1,,,2,,,4,,,2,,,5,,,3
8/7/2019 17:18,8/7/2019 17:28,0,100,593,1,EN,1,31,1,,,,,,2.785,9.783,33.777,6,30,40,30,70,30,0,20,40,40,70,30,0,15,55,30,0,35,10,45,0,15,1,0,0,1,3,1,1,1,6,2,2,3,3,2,2,3,2,1,2,2,2,1,1,2,3,2,2,1,1,3,2,3,1,1,1,2,2,1,0,100,3,2,4,4,4,1,,3,1,4,1,5,,1,23,4,1,1,1,2,,0,,5,,,5,,,4,,,4,,
8/7/2019 17:15,8/7/2019 17:28,0,100,763,1,EN,1,62,1,,,,,,48.304,65.398,75.285,2,0,20,80,95,5,0,0,20,80,95,5,0,70,5,25,90,10,80,1,95,15,0,2,2,0,6,5,3,2,6,2,3,3,1,1,1,2,3,3,1,2,2,2,2,1,2,2,4,1,1,2,2,1,2,3,3,1,1,1,35,65,4,3,5,5,5,1,,5,3,6,5,5,,1,23,4,1,1,6,0,1,,,,1,,,1,,,1,,,1,
8/7/2019 17:15,8/7/2019 17:28,0,100,764,1,EN,1,24,1,1,129.03,129.03,130.674,1,,,,,20,70,10,70,30,0,20,60,20,40,30,30,30,40,30,29,78,50,83,22,50,2,1,1,2,5,5,5,5,5,2,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,3,2,3,2,2,2,3,3,1,30,70,4,3,4,4,4,0,,3,2,4,2,1,,1,23,4,1,1,2,2,,1,,2,,,2,,,2,,,1,,
8/7/2019 17:24,8/7/2019 17:28,0,100,247,1,EN,1,29,1,,,,,,0,0,12.187,0,0,0,100,100,0,0,0,0,100,0,0,100,0,0,100,0,100,50,100,0,50,1,1,1,1,5,5,5,5,6,1,1,1,3,3,3,1,1,1,3,2,3,1,1,4,4,4,1,1,1,4,4,4,1,1,1,4,1,0,0,100,0,0,1,1,1,1,,0,0,2,,5,,1,20,0,0,0,1,2,,1,,1,,,1,,,1,,,1,,
8/7/2019 17:21,8/7/2019 17:28,0,100,449,1,EN,1,33,1,1,52.247,76.493,83.243,3,,,,,5,70,25,95,5,0,5,70,25,80,15,5,5,70,25,5,82,75,82,5,70,1,1,1,1,1,1,1,1,6,2,2,1,3,2,3,2,2,1,1,3,3,1,1,2,2,4,1,2,1,3,4,3,1,1,1,4,2,0,10,90,4,3,1,1,1,1,,3,1,4,1,5,,1,23,4,1,1,2,2,,1,,2,,,2,,,3,,,1,,
8/7/2019 17:16,8/7/2019 17:28,0,100,703,1,EN,1,28,1,1,56.378,56.378,59.993,1,,,,,25,40,35,90,10,0,25,40,35,75,15,10,15,25,60,31,60,50,50,42,59,1,1,1,1,3,3,2,2,6,3,3,3,3,1,1,3,3,3,1,1,2,1,3,3,3,3,2,2,2,3,3,3,1,2,2,3,2,1,50,50,0,0,3,2,2,0,,2,1,4,1,5,,1,23,3,1,1,2,2,,1,,2,,,2,,,3,,,3,,
8/7/2019 17:20,8/7/2019 17:28,0,100,524,1,EN,1,33,1,0,10.735,36.02,37.696,8,,,,,20,30,50,39,31,30,29,31,40,35,30,35,45,30,25,85,65,65,79,57,59,1,2,0,0,5,6,5,3,5,3,2,3,4,2,4,3,3,3,3,4,3,2,2,3,3,2,4,3,3,4,4,3,2,3,2,2,2,1,70,30,2,3,4,5,6,1,,3,3,5,3,2,,1,21,2,0,0,5,0,1,,,,2,,,2,,,2,,,3,
8/7/2019 17:18,8/7/2019 17:28,0,100,592,1,EN,1,51,1,1,15.908,92.179,93.568,3,,,,,10,40,50,80,20,0,10,30,60,75,25,0,20,25,55,25,71,71,80,20,58,1,1,1,1,1,1,2,2,5,2,2,2,3,1,1,2,3,2,3,2,2,1,1,2,3,2,2,1,1,3,3,2,1,1,2,3,1,1,50,50,3,3,3,4,4,0,,2,2,5,2,5,,1,21,3,0,0,3,2,,1,,4,,,4,,,3,,,4,,
8/7/2019 17:19,8/7/2019 17:28,0,100,532,1,EN,1,34,1,,,,,,4.124,12.275,13.34,3,0,0,100,100,0,0,0,0,100,40,40,20,5,15,80,23,45,38,80,9,72,2,0,0,2,6,6,6,6,6,1,1,4,4,4,4,1,1,1,1,4,4,1,1,4,3,2,2,1,2,4,4,3,1,2,1,4,2,1,40,60,3,3,5,6,5,1,,2,1,5,1,3,,1,23,3,1,1,3,2,,0,,4,,,4,,,3,,,4,,
8/7/2019 17:18,8/7/2019 17:28,0,100,606,1,EN,1,30,1,1,70.321,70.321,88.02,1,,,,,10,45,45,95,5,0,10,45,45,80,10,10,20,50,30,15,70,70,70,20,60,1,1,1,1,3,1,1,1,5,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,1,50,50,4,4,2,3,2,1,,5,2,5,2,5,,1,23,3,1,1,2,1,,,2,,,4,,,2,,,5,,,4
8/7/2019 17:19,8/7/2019 17:28,0,100,535,1,EN,1,19,1,0,2.255,193.329,194.968,8,,,,,40,30,30,30,30,40,40,40,20,40,20,40,30,40,30,21,94,50,78,22,56,1,0,0,2,3,2,2,3,5,2,3,3,3,2,3,2,2,3,1,3,3,3,3,2,3,2,2,2,3,3,3,3,2,2,3,4,2,1,30,70,2,0,4,3,5,1,,3,2,2,3,2,,1,21,3,0,0,2,2,,1,,1,,,1,,,3,,,3,,
8/7/2019 17:24,8/7/2019 17:28,0,100,289,1,EN,1,33,1,1,74.3,77.172,77.918,2,,,,,5,50,45,80,1,19,50,50,0,60,30,10,10,50,40,94,98,75,35,62,73,0,0,1,1,5,3,2,2,3,3,1,1,3,3,3,2,2,2,3,3,1,2,2,2,2,3,1,1,1,2,3,1,1,3,3,2,2,0,50,50,2,1,3,4,3,0,,1,2,3,2,5,,0,22,2,1,0,2,1,,,3,,,4,,,4,,,5,,,4
8/7/2019 17:16,8/7/2019 17:28,0,100,764,1,EN,1,33,1,1,93.787,93.787,95.387,1,,,,,40,20,40,90,10,0,20,20,60,70,20,10,20,50,30,25,85,40,85,20,40,1,1,1,1,5,5,5,5,5,2,2,3,2,2,1,2,1,1,1,2,3,1,1,3,3,2,1,2,1,2,4,3,1,2,2,3,3,0,30,70,3,3,3,3,3,0,,3,2,5,1,5,,1,23,3,1,0,1,2,,1,,2,,,2,,,3,,,3,,
8/7/2019 17:17,8/7/2019 17:28,0,100,681,1,EN,1,39,1,,,,,,0,0,95.137,0,0,20,80,100,0,0,0,20,80,90,10,0,0,30,70,11,3,50,5,50,50,1,1,1,1,1,1,1,1,5,2,2,2,2,2,2,2,2,1,2,2,3,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,3,0,75,25,3,2,5,5,5,1,,0,2,5,3,5,,0,21,0,0,0,6,1,,,3,,,5,,,4,,,5,,,4
